Detected_Item,DB_Item,Detection_Time,DB_LastUpdated
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
lucozade energy orange 500ml,LUCOZADE ORANGE 500ML,,2025-02-18 17:01:49.720
